Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
154,160.34,43.94,10.77,34.79,-2.16,4.27,5.73,2.05,-3.24,-2.81
155,160.77,44.51,10.97,34.47,-2.44,4.27,5.73,2.05,-3.24,-2.81
156,161.19,45.08,11.18,34.14,-2.72,4.27,5.73,2.05,-3.24,-2.81
157,161.62,45.66,11.38,33.82,-3.00,4.27,5.73,2.05,-3.24,-2.81
158,162.05,46.23,11.59,33.49,-3.28,4.27,5.73,2.05,-3.24,-2.81
159,162.47,46.80,11.79,33.17,-3.57,4.27,5.73,2.05,-3.24,-2.81
160,162.90,47.37,12.00,32.85,-3.85,4.27,5.73,2.05,-3.24,-2.81
161,163.33,47.95,12.20,32.52,-4.13,4.27,5.73,2.05,-3.24,-2.81
162,163.75,48.52,12.41,32.20,-4.41,4.27,5.73,2.05,-3.24,-2.81
163,164.18,49.09,12.61,31.87,-4.69,4.27,5.73,2.05,-3.24,-2.81
164,164.61,49.67,12.82,31.55,-4.97,4.27,5.73,2.05,-3.24,-2.81
165,165.03,50.24,13.02,31.23,-5.25,4.27,5.73,2.05,-3.24,-2.81
166,165.46,50.81,13.23,30.90,-5.53,4.27,5.73,2.05,-3.24,-2.81
167,165.89,51.39,13.43,30.58,-5.81,4.27,5.73,2.05,-3.24,-2.81
168,166.31,51.96,13.64,30.25,-6.09,4.27,5.73,2.05,-3.24,-2.81
169,166.74,52.53,13.84,29.93,-6.37,4.27,5.73,2.05,-3.24,-2.81
170,167.17,53.10,14.05,29.61,-6.65,4.27,5.73,2.05,-3.24,-2.81
171,167.59,53.68,14.25,29.28,-6.93,4.27,5.73,2.05,-3.24,-2.81
172,168.02,54.25,14.46,28.96,-7.21,4.27,5.73,2.05,-3.24,-2.81
173,168.45,54.82,14.66,28.63,-7.50,4.27,5.73,2.05,-3.24,-2.81
174,168.87,55.40,14.87,28.31,-7.78,4.27,5.73,2.05,-3.24,-2.81
175,169.30,55.97,15.07,27.99,-8.06,4.27,5.73,2.05,-3.24,-2.81
176,169.73,56.54,15.28,27.66,-8.34,4.27,5.73,2.05,-3.24,-2.81
177,170.15,57.12,15.48,27.34,-8.62,4.27,5.73,2.05,-3.24,-2.81
178,170.58,57.69,15.69,27.02,-8.90,4.27,5.73,2.05,-3.24,-2.81
179,171.01,58.26,15.89,26.69,-9.18,4.27,5.73,2.05,-3.24,-2.81
180,171.43,58.83,16.10,26.37,-9.46,4.27,5.73,2.05,-3.24,-2.81
181,171.86,59.41,16.30,26.04,-9.74,4.27,5.73,2.05,-3.24,-2.81
182,172.29,59.98,16.51,25.72,-10.02,4.27,5.73,2.05,-3.24,-2.81
183,172.71,60.55,16.71,25.40,-10.30,4.27,5.73,2.05,-3.24,-2.81
184,173.14,61.13,16.91,25.07,-10.58,4.27,5.73,2.05,-3.24,-2.81
185,173.57,61.70,17.12,24.75,-10.86,4.27,5.73,2.05,-3.24,-2.81
186,173.99,62.27,17.32,24.42,-11.14,4.27,5.73,2.05,-3.24,-2.81
187,174.42,62.84,17.53,24.10,-11.42,4.27,5.73,2.05,-3.24,-2.81
188,174.85,63.42,17.73,23.78,-11.71,4.27,5.73,2.05,-3.24,-2.81
189,175.27,63.99,17.94,23.45,-11.99,4.27,5.73,2.05,-3.24,-2.81
190,175.70,64.56,18.14,23.13,-12.27,4.27,5.73,2.05,-3.24,-2.81
191,176.13,65.14,18.35,22.80,-12.55,4.27,5.73,2.05,-3.24,-2.81
192,176.56,65.71,18.55,22.48,-12.83,4.27,5.73,2.05,-3.24,-2.81
193,176.98,66.28,18.76,22.16,-13.11,4.27,5.73,2.05,-3.24,-2.81
194,177.41,66.86,18.96,21.83,-13.39,4.27,5.73,2.05,-3.24,-2.81
195,177.84,67.43,19.17,21.51,-13.67,4.27,5.73,2.05,-3.24,-2.81
196,178.26,68.00,19.37,21.18,-13.95,4.27,5.73,2.05,-3.24,-2.81
197,178.69,68.57,19.58,20.86,-14.23,4.27,5.73,2.05,-3.24,-2.81
198,179.12,69.15,19.78,20.54,-14.51,4.27,5.73,2.05,-3.24,-2.81
199,179.54,69.72,19.99,20.21,-14.79,4.27,5.73,2.05,-3.24,-2.81
200,179.97,70.29,20.19,19.89,-15.07,4.27,5.73,2.05,-3.24,-2.81
201,180.40,70.87,20.40,19.56,-15.35,4.27,5.73,2.05,-3.24,-2.81
202,180.82,71.44,20.60,19.24,-15.63,4.27,5.73,2.05,-3.24,-2.81
203,181.25,72.01,20.81,18.92,-15.92,4.27,5.73,2.05,-3.24,-2.81
204,181.68,72.58,21.01,18.59,-16.20,4.27,5.73,2.05,-3.24,-2.81
205,182.10,73.16,21.22,18.27,-16.48,4.27,5.73,2.05,-3.24,-2.81
206,182.53,73.73,21.42,17.95,-16.76,4.27,5.73,2.05,-3.24,-2.81
207,182.96,74.30,21.63,17.62,-17.04,4.27,5.73,2.05,-3.24,-2.81
208,183.38,74.88,21.83,17.30,-17.32,4.27,5.73,2.05,-3.24,-2.81
209,183.81,75.45,22.04,16.97,-17.60,4.27,5.73,2.05,-3.24,-2.81
210,184.24,76.02,22.24,16.65,-17.88,4.27,5.73,2.05,-3.24,-2.81
211,184.66,76.60,22.45,16.33,-18.16,4.27,5.73,2.05,-3.24,-2.81
212,185.09,77.17,22.65,16.00,-18.44,4.27,5.73,2.05,-3.24,-2.81
213,185.52,77.74,22.86,15.68,-18.72,4.27,5.73,2.05,-3.24,-2.81
214,185.94,78.31,23.06,15.35,-19.00,4.27,5.73,2.05,-3.24,-2.81
215,186.37,78.89,23.27,15.03,-19.28,4.27,5.73,2.05,-3.24,-2.81
216,186.80,79.46,23.47,14.71,-19.56,4.27,5.73,2.05,-3.24,-2.81
217,187.22,80.03,23.68,14.38,-19.85,4.27,5.73,2.05,-3.24,-2.81
218,187.65,80.61,23.88,14.06,-20.13,4.27,5.73,2.05,-3.24,-2.81
219,188.08,81.18,24.09,13.73,-20.41,4.27,5.73,2.05,-3.24,-2.81
220,188.50,81.75,24.29,13.41,-20.69,4.27,5.73,2.05,-3.24,-2.81
221,188.93,82.33,24.50,13.09,-20.97,4.27,5.73,2.05,-3.24,-2.81
222,189.36,82.90,24.70,12.76,-21.25,4.27,5.73,2.05,-3.24,-2.81
223,189.78,83.47,24.91,12.44,-21.53,4.27,5.73,2.05,-3.24,-2.81
224,190.21,84.04,25.11,12.11,-21.81,4.27,5.73,2.05,-3.24,-2.81
225,190.64,84.62,25.32,11.79,-22.09,4.27,5.73,2.05,-3.24,-2.81
226,191.06,85.19,25.52,11.47,-22.37,4.27,5.73,2.05,-3.24,-2.81
227,191.49,85.76,25.73,11.14,-22.65,4.27,5.73,2.05,-3.24,-2.81
228,191.92,86.34,25.93,10.82,-22.93,4.27,5.73,2.05,-3.24,-2.81
229,192.34,86.91,26.14,10.50,-23.21,4.27,5.73,2.05,-3.24,-2.81
230,192.77,87.48,26.34,10.17,-23.49,4.27,5.73,2.05,-3.24,-2.81
231,193.20,88.05,26.55,9.85,-23.77,4.27,5.73,2.05,-3.24,-2.81
232,193.62,88.63,26.75,9.52,-24.06,4.27,5.73,2.05,-3.24,-2.81
233,193.93,89.04,26.90,9.29,-24.26,1.03,1.39,0.50,-0.79,-0.68
234,193.94,89.05,26.90,9.28,-24.26,0.00,0.00,0.00,-0.00,-0.00
