Index, Pos_J1, Pos_J2, Pos_J3, Pos_J4, Pos_J5, Vel_J1, Vel_J2, Vel_J3, Vel_J4, Vel_J5
24, 61.15, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
25, 60.58, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
26, 60.01, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
27, 59.44, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
28, 58.86, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
29, 58.29, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
30, 57.72, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
31, 57.14, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
32, 56.57, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
33, 56.00, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
34, 55.42, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
35, 54.85, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
36, 54.28, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
37, 53.71, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
38, 53.13, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
39, 52.56, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
40, 51.99, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
41, 51.41, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
42, 50.84, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
43, 50.27, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
44, 49.70, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
45, 49.12, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
46, 48.55, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
47, 47.98, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
48, 47.40, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
49, 46.83, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
50, 46.26, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
51, 45.68, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
52, 45.11, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
53, 44.54, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
54, 43.97, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
55, 43.39, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
56, 42.82, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
57, 42.25, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
58, 41.67, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
59, 41.10, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
60, 40.53, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
61, 39.96, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
62, 39.38, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
63, 38.81, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
64, 38.24, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
65, 37.66, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
66, 37.09, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
67, 36.52, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
68, 35.94, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
69, 35.37, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
70, 34.80, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
71, 34.23, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
72, 33.65, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
73, 33.08, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
74, 32.51, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
75, 31.93, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
76, 31.36, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
77, 30.79, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
78, 30.21, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
79, 29.64, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
80, 29.07, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
81, 28.50, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
82, 27.92, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
83, 27.35, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
84, 26.78, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
85, 26.20, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
86, 25.63, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
87, 25.06, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
88, 24.49, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
89, 23.91, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
90, 23.34, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
91, 22.77, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
92, 22.19, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
93, 21.62, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
94, 21.05, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
95, 20.47, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
96, 19.90, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
97, 19.33, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
98, 18.76, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
99, 18.18, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
100, 17.61, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
101, 17.04, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
102, 16.46, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
103, 15.89, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
104, 15.32, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
105, 14.74, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
106, 14.17, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
107, 13.60, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
108, 13.03, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
109, 12.45, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
110, 11.88, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
111, 11.31, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
112, 10.73, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
113, 10.16, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
114, 9.59, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
115, 9.02, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
116, 8.44, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
117, 7.87, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
118, 7.30, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
119, 6.72, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
120, 6.15, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
121, 5.58, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
122, 5.00, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
123, 4.43, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
124, 3.86, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
125, 3.29, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
126, 2.71, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
127, 2.14, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
128, 1.57, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
129, 0.99, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
130, 0.42, 0.00, 0.00, 0.00, 0.00, -5.73, 0.00, 0.00, 0.00, 0.00
131, 0.02, 0.00, 0.00, 0.00, 0.00, -1.34, 0.00, 0.00, 0.00, 0.00
132, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00, 0.00, 0.00, 0.00, 0.00
