Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
32,38.91,8.18,18.05,-2.27,4.33,-1.21,2.60,5.73,-0.72,1.38
33,38.79,8.44,18.62,-2.34,4.47,-1.21,2.60,5.73,-0.72,1.38
34,38.67,8.70,19.19,-2.41,4.61,-1.21,2.60,5.73,-0.72,1.38
35,38.55,8.96,19.77,-2.48,4.75,-1.21,2.60,5.73,-0.72,1.38
36,38.43,9.22,20.34,-2.56,4.88,-1.21,2.60,5.73,-0.72,1.38
37,38.31,9.48,20.91,-2.63,5.02,-1.21,2.60,5.73,-0.72,1.38
38,38.19,9.74,21.49,-2.70,5.16,-1.21,2.60,5.73,-0.72,1.38
39,38.06,10.00,22.06,-2.77,5.30,-1.21,2.60,5.73,-0.72,1.38
40,37.94,10.25,22.63,-2.84,5.43,-1.21,2.60,5.73,-0.72,1.38
41,37.82,10.51,23.20,-2.92,5.57,-1.21,2.60,5.73,-0.72,1.38
42,37.70,10.77,23.78,-2.99,5.71,-1.21,2.60,5.73,-0.72,1.38
43,37.58,11.03,24.35,-3.06,5.85,-1.21,2.60,5.73,-0.72,1.38
44,37.46,11.29,24.92,-3.13,5.98,-1.21,2.60,5.73,-0.72,1.38
45,37.34,11.55,25.50,-3.20,6.12,-1.21,2.60,5.73,-0.72,1.38
46,37.22,11.81,26.07,-3.28,6.26,-1.21,2.60,5.73,-0.72,1.38
47,37.10,12.07,26.64,-3.35,6.40,-1.21,2.60,5.73,-0.72,1.38
48,36.98,12.33,27.22,-3.42,6.53,-1.21,2.60,5.73,-0.72,1.38
49,36.86,12.59,27.79,-3.49,6.67,-1.21,2.60,5.73,-0.72,1.38
50,36.74,12.85,28.36,-3.56,6.81,-1.21,2.60,5.73,-0.72,1.38
51,36.62,13.11,28.93,-3.64,6.95,-1.21,2.60,5.73,-0.72,1.38
52,36.49,13.37,29.51,-3.71,7.08,-1.21,2.60,5.73,-0.72,1.38
53,36.37,13.63,30.08,-3.78,7.22,-1.21,2.60,5.73,-0.72,1.38
54,36.25,13.89,30.65,-3.85,7.36,-1.21,2.60,5.73,-0.72,1.38
55,36.13,14.15,31.23,-3.92,7.50,-1.21,2.60,5.73,-0.72,1.38
56,36.01,14.41,31.80,-4.00,7.63,-1.21,2.60,5.73,-0.72,1.38
57,35.89,14.67,32.37,-4.07,7.77,-1.21,2.60,5.73,-0.72,1.38
58,35.77,14.93,32.95,-4.14,7.91,-1.21,2.60,5.73,-0.72,1.38
59,35.65,15.19,33.52,-4.21,8.05,-1.21,2.60,5.73,-0.72,1.38
60,35.53,15.45,34.09,-4.28,8.18,-1.21,2.60,5.73,-0.72,1.38
61,35.41,15.71,34.66,-4.36,8.32,-1.21,2.60,5.73,-0.72,1.38
62,35.29,15.97,35.24,-4.43,8.46,-1.21,2.60,5.73,-0.72,1.38
63,35.17,16.23,35.81,-4.50,8.60,-1.21,2.60,5.73,-0.72,1.38
64,35.04,16.49,36.38,-4.57,8.73,-1.21,2.60,5.73,-0.72,1.38
65,34.92,16.75,36.96,-4.64,8.87,-1.21,2.60,5.73,-0.72,1.38
66,34.80,17.00,37.53,-4.72,9.01,-1.21,2.60,5.73,-0.72,1.38
67,34.68,17.26,38.10,-4.79,9.15,-1.21,2.60,5.73,-0.72,1.38
68,34.56,17.52,38.67,-4.86,9.28,-1.21,2.60,5.73,-0.72,1.38
69,34.44,17.78,39.25,-4.93,9.42,-1.21,2.60,5.73,-0.72,1.38
70,34.32,18.04,39.82,-5.00,9.56,-1.21,2.60,5.73,-0.72,1.38
71,34.20,18.30,40.39,-5.08,9.70,-1.21,2.60,5.73,-0.72,1.38
72,34.08,18.56,40.97,-5.15,9.83,-1.21,2.60,5.73,-0.72,1.38
73,33.96,18.82,41.54,-5.22,9.97,-1.21,2.60,5.73,-0.72,1.38
74,33.84,19.08,42.11,-5.29,10.11,-1.21,2.60,5.73,-0.72,1.38
75,33.72,19.34,42.69,-5.36,10.25,-1.21,2.60,5.73,-0.72,1.38
76,33.60,19.60,43.26,-5.44,10.38,-1.21,2.60,5.73,-0.72,1.38
77,33.47,19.86,43.83,-5.51,10.52,-1.21,2.60,5.73,-0.72,1.38
78,33.35,20.12,44.40,-5.58,10.66,-1.21,2.60,5.73,-0.72,1.38
79,33.23,20.38,44.98,-5.65,10.80,-1.21,2.60,5.73,-0.72,1.38
80,33.11,20.64,45.55,-5.72,10.93,-1.21,2.60,5.73,-0.72,1.38
81,32.99,20.90,46.12,-5.80,11.07,-1.21,2.60,5.73,-0.72,1.38
82,32.87,21.16,46.70,-5.87,11.21,-1.21,2.60,5.73,-0.72,1.38
83,32.75,21.42,47.27,-5.94,11.35,-1.21,2.60,5.73,-0.72,1.38
84,32.63,21.68,47.84,-6.01,11.48,-1.21,2.60,5.73,-0.72,1.38
85,32.51,21.94,48.41,-6.08,11.62,-1.21,2.60,5.73,-0.72,1.38
86,32.39,22.20,48.99,-6.16,11.76,-1.21,2.60,5.73,-0.72,1.38
87,32.27,22.46,49.56,-6.23,11.90,-1.21,2.60,5.73,-0.72,1.38
88,32.15,22.72,50.13,-6.30,12.04,-1.21,2.60,5.73,-0.72,1.38
89,32.03,22.98,50.71,-6.37,12.17,-1.21,2.60,5.73,-0.72,1.38
90,31.90,23.24,51.28,-6.44,12.31,-1.21,2.60,5.73,-0.72,1.38
91,31.78,23.50,51.85,-6.52,12.45,-1.21,2.60,5.73,-0.72,1.38
92,31.66,23.75,52.43,-6.59,12.59,-1.21,2.60,5.73,-0.72,1.38
93,31.54,24.01,53.00,-6.66,12.72,-1.21,2.60,5.73,-0.72,1.38
94,31.47,24.17,53.34,-6.70,12.80,-0.12,0.26,0.58,-0.07,0.14
95,31.47,24.17,53.34,-6.70,12.81,-0.00,0.00,0.00,-0.00,0.00
